Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 5975,   7, 5807,18.01,14.69,0.122500,0.140625
  5, 5958,  68, 5787,17.68,14.30,0.188750,0.187500
 10, 5947,  73, 5763,17.46,13.83,0.203750,0.312500
 15, 5939,  93, 5778,17.30,14.12,0.232187,0.203125
 20, 5966,  81, 5641,17.84,11.42,0.232031,0.171875
 25, 5971,  98, 5721,17.93,13.00,0.262187,0.375000
 30, 5993, 100, 5757,18.37,13.71,0.274843,0.531250
 35, 5985,  84, 5773,18.21,14.02,0.266562,0.484375
 40, 5994,  76, 5807,18.39,14.69,0.270625,0.218750
 45, 5995,  80, 5749,18.41,13.55,0.285468,0.421875
 50, 6001,  72, 5774,18.53,14.04,0.284375,0.531250
