Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3176,   7, 2923,13.96, 4.88,0.013281,0.015625
  5, 3132,  55, 2833,12.38, 1.65,0.017500,0.046875
 10, 3162,  57, 2833,13.46, 1.65,0.026093,0.031250
 15, 3146,  47, 2883,12.88, 3.44,0.029062,0.031250
 20, 3170,  46, 2833,13.74, 1.65,0.030781,0.046875
 25, 3178,  54, 2826,14.03, 1.40,0.034843,0.062500
 30, 3177,  58, 2826,13.99, 1.40,0.033906,0.031250
 35, 3203,  55, 2826,14.93, 1.40,0.032500,0.046875
 40, 3193,  68, 2826,14.57, 1.40,0.041718,0.046875
 45, 3203,  52, 2941,14.93, 5.53,0.040156,0.031250
 50, 3192,  57, 2941,14.53, 5.53,0.040625,0.046875
