Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3152,   0, 3152, 4.58, 4.58,0.005937,0.015625
  5, 3030,  31, 3014, 0.53, 0.00,0.007968,0.015625
 10, 3019,  24, 3014, 0.17, 0.00,0.009218,0.015625
 15, 3016,  23, 3014, 0.07, 0.00,0.012343,0.000000
 20, 3017,  22, 3014, 0.10, 0.00,0.015312,0.015625
 25, 3015,  20, 3014, 0.03, 0.00,0.016718,0.015625
 30, 3014,  17, 3014, 0.00, 0.00,0.012812,0.015625
 35, 3014,  17, 3014, 0.00, 0.00,0.016093,0.015625
 40, 3015,  18, 3014, 0.03, 0.00,0.019375,0.015625
 45, 3015,  15, 3014, 0.03, 0.00,0.019375,0.015625
 50, 3014,  17, 3014, 0.00, 0.00,0.021250,0.015625
