Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7412,   8, 7004, 8.06, 2.11,0.005312,0.000000
  5, 7131,  68, 6941, 3.97, 1.20,0.009218,0.000000
 10, 7049,  76, 6870, 2.77, 0.16,0.011093,0.015625
 15, 7029,  79, 6859, 2.48, 0.00,0.015781,0.015625
 20, 7038,  78, 6859, 2.61, 0.00,0.019218,0.015625
 25, 7021,  69, 6870, 2.36, 0.16,0.018281,0.031250
 30, 7017,  79, 6859, 2.30, 0.00,0.021093,0.031250
 35, 7014,  71, 6859, 2.26, 0.00,0.020156,0.031250
 40, 7031,  91, 6859, 2.51, 0.00,0.022812,0.031250
 45, 7046,  78, 6859, 2.73, 0.00,0.021875,0.046875
 50, 7052,  85, 6859, 2.81, 0.00,0.022968,0.031250
