Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3721,   4, 3663, 6.83, 5.17,0.015625,0.015625
  5, 3713,  24, 3663, 6.60, 5.17,0.017031,0.015625
 10, 3715,  24, 3663, 6.66, 5.17,0.018593,0.015625
 15, 3719,  28, 3663, 6.78, 5.17,0.022031,0.015625
 20, 3720,  26, 3663, 6.80, 5.17,0.023437,0.015625
 25, 3720,  27, 3568, 6.80, 2.44,0.026562,0.031250
 30, 3729,  23, 3663, 7.06, 5.17,0.027343,0.015625
 35, 3730,  22, 3568, 7.09, 2.44,0.030937,0.031250
 40, 3726,  19, 3663, 6.98, 5.17,0.033593,0.031250
 45, 3726,  26, 3568, 6.98, 2.44,0.037812,0.046875
 50, 3728,  25, 3663, 7.03, 5.17,0.042187,0.031250
