Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7795,  10, 7194,11.15, 2.58,0.012031,0.000000
  5, 7397, 171, 7146, 5.48, 1.90,0.030937,0.015625
 10, 7330, 166, 7161, 4.52, 2.11,0.030937,0.031250
 15, 7321, 165, 7105, 4.39, 1.31,0.031250,0.015625
 20, 7316, 170, 7116, 4.32, 1.47,0.035937,0.031250
 25, 7326, 173, 7105, 4.46, 1.31,0.036406,0.031250
 30, 7333, 177, 7146, 4.56, 1.90,0.037968,0.015625
 35, 7359, 172, 7146, 4.93, 1.90,0.038125,0.031250
 40, 7375, 165, 7105, 5.16, 1.31,0.040625,0.046875
 45, 7334, 157, 7161, 4.58, 2.11,0.039218,0.062500
 50, 7374, 160, 7128, 5.15, 1.64,0.040937,0.046875
