Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3276,   5, 3149,14.91,10.45,0.014218,0.000000
  5, 3232,  49, 3065,13.36, 7.51,0.020781,0.015625
 10, 3202,  64, 2863,12.31, 0.42,0.034687,0.062500
 15, 3207,  56, 2863,12.49, 0.42,0.027656,0.046875
 20, 3202,  52, 3056,12.31, 7.19,0.034687,0.046875
 25, 3212,  57, 3031,12.66, 6.31,0.037031,0.046875
 30, 3227,  53, 2863,13.19, 0.42,0.038281,0.062500
 35, 3228,  48, 3068,13.22, 7.61,0.035468,0.031250
 40, 3218,  49, 3007,12.87, 5.47,0.039062,0.046875
 45, 3232,  51, 3057,13.36, 7.23,0.043750,0.062500
 50, 3250,  50, 3054,14.00, 7.12,0.045781,0.046875
