Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
5,6148,72,5832,11.3,5.58,0.266406,0.296875
10,6979,123,6346,18.39,7.65,0.369375,0.640625
20,6396,165,6241,11.16,8.46,0.43843699999999997,0.953125
10,6576,90,6148,17.68,10.02,0.2475,0.1875
25,6875,120,6509,11.63,5.68,0.346562,0.25
20,6279,97,5973,9.01,3.7,0.305,0.328125
10,6415,101,6003,7.72,0.81,0.22546799999999997,0.28125
20,6128,150,5905,10.18,6.17,0.364843,0.71875
15,6601,82,6266,13.97,8.18,0.330468,0.40625
20,7074,129,6631,17.63,10.26,0.309531,0.625
