Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8706,   5, 8327,21.32,16.04,0.011718,0.015625
  5, 8020, 158, 7637,11.76, 6.42,0.030468,0.078125
 10, 7943, 162, 7340,10.69, 2.29,0.033906,0.046875
 15, 7936, 150, 7363,10.59, 2.61,0.032656,0.046875
 20, 7939, 141, 7404,10.63, 3.18,0.035312,0.046875
 25, 7920, 131, 7340,10.37, 2.29,0.036718,0.046875
 30, 7915, 141, 7363,10.30, 2.61,0.040625,0.046875
 35, 7904, 129, 7340,10.14, 2.29,0.042656,0.078125
 40, 7907, 122, 7345,10.19, 2.36,0.043750,0.062500
 45, 7895, 117, 7270,10.02, 1.31,0.045000,0.046875
 50, 7950, 129, 7602,10.79, 5.94,0.051250,0.062500
