Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1150,   6, 1136, 6.38, 5.09,0.021093,0.015625
  5, 1140,  23, 1103, 5.46, 2.04,0.027343,0.062500
 10, 1143,  29, 1118, 5.74, 3.42,0.029531,0.031250
 15, 1142,  33, 1105, 5.64, 2.22,0.030625,0.046875
 20, 1143,  27, 1103, 5.74, 2.04,0.028125,0.031250
 25, 1142,  31, 1103, 5.64, 2.04,0.028906,0.031250
 30, 1143,  27, 1103, 5.74, 2.04,0.031093,0.031250
 35, 1145,  31, 1103, 5.92, 2.04,0.032812,0.093750
 40, 1146,  30, 1099, 6.01, 1.67,0.033593,0.046875
 45, 1145,  36, 1103, 5.92, 2.04,0.036875,0.062500
 50, 1146,  30, 1118, 6.01, 3.42,0.037656,0.046875
