Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1050,   6, 1017, 9.95, 6.49,0.021406,0.015625
  5, 1034,  65,  978, 8.27, 2.41,0.032968,0.031250
 10, 1031,  85,  977, 7.96, 2.30,0.039062,0.046875
 15, 1031,  72,  977, 7.96, 2.30,0.037968,0.046875
 20, 1030,  77,  978, 7.85, 2.41,0.039687,0.046875
 25, 1033,  80,  978, 8.17, 2.41,0.044062,0.078125
 30, 1036,  70, 1001, 8.48, 4.82,0.045000,0.062500
 35, 1033,  69,  978, 8.17, 2.41,0.045937,0.062500
 40, 1033,  76, 1004, 8.17, 5.13,0.048906,0.046875
 45, 1034,  76,  960, 8.27, 0.52,0.052343,0.062500
 50, 1038,  64, 1004, 8.69, 5.13,0.050468,0.078125
