Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2079,   2, 2047, 7.83, 6.17,0.025000,0.015625
  5, 2070,  62, 2034, 7.37, 5.50,0.037812,0.046875
 10, 2066,  58, 2034, 7.16, 5.50,0.042812,0.046875
 15, 2074,  51, 2034, 7.57, 5.50,0.044218,0.031250
 20, 2067,  56, 2034, 7.21, 5.50,0.049687,0.046875
 25, 2067,  48, 2034, 7.21, 5.50,0.053125,0.062500
 30, 2071,  49, 2034, 7.42, 5.50,0.057968,0.046875
 35, 2070,  34, 2034, 7.37, 5.50,0.057812,0.078125
 40, 2068,  45, 2034, 7.26, 5.50,0.067343,0.046875
 45, 2077,  46, 2034, 7.73, 5.50,0.081875,0.062500
 50, 2072,  43, 2034, 7.47, 5.50,0.084218,0.078125
