Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0,10318,   2,10239,16.81,15.92,0.012812,0.015625
  5, 9487,  41, 9152, 7.40, 3.61,0.019531,0.015625
 10, 9298,  60, 9119, 5.26, 3.24,0.021875,0.046875
 15, 9303,  58, 9132, 5.32, 3.39,0.024843,0.031250
 20, 9253,  51, 9152, 4.75, 3.61,0.024843,0.046875
 25, 9338,  49, 8886, 5.72, 0.60,0.028906,0.031250
 30, 9304,  49, 9152, 5.33, 3.61,0.029218,0.031250
 35, 9252,  45, 8840, 4.74, 0.08,0.031406,0.046875
 40, 9292,  48, 9119, 5.20, 3.24,0.033750,0.078125
 45, 9263,  53, 9132, 4.87, 3.39,0.037031,0.062500
 50, 9326,  55, 9132, 5.58, 3.39,0.040937,0.046875
