Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3973,   3, 3783,10.06, 4.79,0.003906,0.000000
  5, 3905,  34, 3610, 8.17, 0.00,0.004843,0.015625
 10, 3860,  27, 3610, 6.93, 0.00,0.006718,0.000000
 15, 3838,  37, 3610, 6.32, 0.00,0.006250,0.015625
 20, 3848,  38, 3610, 6.59, 0.00,0.009062,0.015625
 25, 3838,  33, 3610, 6.32, 0.00,0.011562,0.031250
 30, 3809,  34, 3610, 5.51, 0.00,0.011093,0.000000
 35, 3844,  32, 3610, 6.48, 0.00,0.011562,0.015625
 40, 3805,  36, 3610, 5.40, 0.00,0.013750,0.031250
 45, 3795,  40, 3610, 5.12, 0.00,0.014843,0.031250
 50, 3837,  35, 3610, 6.29, 0.00,0.014687,0.015625
