Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3895,   5, 3668,14.29, 7.63,0.005468,0.015625
  5, 3699,  83, 3573, 8.54, 4.84,0.010625,0.015625
 10, 3678,  84, 3408, 7.92, 0.00,0.007812,0.000000
 15, 3642,  84, 3408, 6.87, 0.00,0.008125,0.015625
 20, 3639,  84, 3408, 6.78, 0.00,0.009375,0.015625
 25, 3620,  87, 3408, 6.22, 0.00,0.011093,0.015625
 30, 3614,  85, 3408, 6.04, 0.00,0.010312,0.015625
 35, 3609,  92, 3408, 5.90, 0.00,0.012500,0.015625
 40, 3598,  91, 3408, 5.58, 0.00,0.012968,0.015625
 45, 3640,  80, 3408, 6.81, 0.00,0.012812,0.000000
 50, 3615,  95, 3408, 6.07, 0.00,0.016250,0.015625
