Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2522,   3, 2460, 5.08, 2.50,0.025625,0.031250
  5, 2476,  69, 2432, 3.17, 1.33,0.039531,0.046875
 10, 2476,  68, 2432, 3.17, 1.33,0.042812,0.031250
 15, 2472,  61, 2432, 3.00, 1.33,0.047500,0.046875
 20, 2475,  60, 2432, 3.12, 1.33,0.057968,0.078125
 25, 2475,  67, 2432, 3.12, 1.33,0.063437,0.078125
 30, 2479,  52, 2432, 3.29, 1.33,0.059531,0.046875
 35, 2478,  55, 2432, 3.25, 1.33,0.064375,0.062500
 40, 2478,  54, 2432, 3.25, 1.33,0.071718,0.062500
 45, 2489,  62, 2432, 3.71, 1.33,0.077656,0.062500
 50, 2474,  60, 2432, 3.08, 1.33,0.082812,0.062500
