Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9088,   6, 8639,11.14, 5.65,0.012656,0.000000
  5, 8521,  73, 8199, 4.21, 0.27,0.020937,0.031250
 10, 8471,  68, 8199, 3.60, 0.27,0.020781,0.031250
 15, 8455,  72, 8199, 3.40, 0.27,0.024375,0.046875
 20, 8491,  59, 8199, 3.84, 0.27,0.024218,0.031250
 25, 8477,  61, 8199, 3.67, 0.27,0.026875,0.046875
 30, 8473,  69, 8196, 3.62, 0.23,0.028125,0.031250
 35, 8466,  70, 8199, 3.53, 0.27,0.032031,0.031250
 40, 8480,  70, 8196, 3.71, 0.23,0.032656,0.031250
 45, 8473,  68, 8199, 3.62, 0.27,0.032968,0.062500
 50, 8465,  68, 8196, 3.52, 0.23,0.036562,0.031250
