Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 6206,  11, 5862,17.09,10.60,0.133125,0.125000
  5, 6125, 116, 5792,15.57, 9.28,0.232031,0.250000
 10, 6126, 108, 5750,15.58, 8.49,0.244843,0.359375
 15, 6099, 132, 5722,15.08, 7.96,0.281250,0.265625
 20, 6115, 134, 5834,15.38,10.08,0.294843,0.187500
 25, 6148, 107, 5765,16.00, 8.77,0.284218,0.390625
 30, 6145, 126, 5768,15.94, 8.83,0.322031,0.453125
 35, 6139, 119, 5767,15.83, 8.81,0.330312,0.218750
 40, 6157, 123, 5895,16.17,11.23,0.349843,0.203125
 45, 6164, 117, 5854,16.30,10.45,0.358281,0.312500
 50, 6167, 112, 5803,16.36, 9.49,0.365468,0.718750
