Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
20,3088,58,2801,10.76,0.47,0.035625,0.046875
15,3327,28,3228,12.93,9.57,0.036406,0.046875
40,3222,45,3113,3.63,0.13,0.047656,0.046875
20,3210,75,2782,18.58,2.77,0.038437,0.0625
10,3351,21,3159,6.08,0.0,0.025468,0.015625
10,3386,40,3192,7.19,1.04,0.027031,0.03125
5,3215,55,2942,10.07,0.72,0.024062,0.015625
15,3577,43,3454,4.56,0.96,0.024375,0.03125
30,3144,66,2709,16.06,0.0,0.040625,0.09375
10,2943,39,2881,8.72,6.43,0.028593,0.015625
