Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1323,   6, 1282, 4.42, 1.18,0.020312,0.015625
  5, 1291, 103, 1270, 1.89, 0.24,0.065625,0.078125
 10, 1285,  92, 1267, 1.42, 0.00,0.059843,0.078125
 15, 1286,  79, 1267, 1.50, 0.00,0.070781,0.078125
 20, 1285,  83, 1267, 1.42, 0.00,0.068593,0.125000
 25, 1288,  71, 1267, 1.66, 0.00,0.077968,0.109375
 30, 1289,  65, 1267, 1.74, 0.00,0.071250,0.109375
 35, 1289,  66, 1267, 1.74, 0.00,0.086406,0.156250
 40, 1289,  71, 1267, 1.74, 0.00,0.086093,0.156250
 45, 1284,  71, 1267, 1.34, 0.00,0.099218,0.140625
 50, 1289,  70, 1267, 1.74, 0.00,0.094531,0.140625
