Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7299,   9, 7013, 6.41, 2.25,0.006093,0.000000
  5, 7100,  47, 6870, 3.51, 0.16,0.008593,0.000000
 10, 7073,  60, 6859, 3.12, 0.00,0.010312,0.015625
 15, 7061,  67, 6870, 2.95, 0.16,0.015156,0.015625
 20, 7037,  77, 6870, 2.60, 0.16,0.020000,0.031250
 25, 7055,  69, 6870, 2.86, 0.16,0.019375,0.015625
 30, 7052,  72, 6859, 2.81, 0.00,0.021875,0.015625
 35, 7045,  73, 6870, 2.71, 0.16,0.022031,0.015625
 40, 7018,  74, 6859, 2.32, 0.00,0.024687,0.046875
 45, 7028,  78, 6870, 2.46, 0.16,0.025468,0.031250
 50, 7044,  89, 6859, 2.70, 0.00,0.028750,0.046875
