Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
15,7065,79,6885,15.9,12.94,0.561875,0.65625
15,7663,116,7396,15.6,11.57,0.44265600000000005,0.59375
25,6452,95,6353,9.43,7.75,0.6896869999999999,0.921875
50,7223,182,6884,12.79,7.5,0.914062,1.046875
50,7328,175,7053,10.75,6.59,1.048125,1.484375
45,9289,152,8890,8.86,4.18,0.549687,0.78125
25,7120,44,6976,15.47,13.14,0.56625,0.65625
5,6974,92,6750,6.72,3.29,0.2775,0.359375
50,8272,127,7428,15.69,3.89,0.789062,1.34375
40,6837,131,6585,7.99,4.01,0.648281,1.203125
