Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3792,   2, 3439,11.01, 0.67,0.003593,0.000000
  5, 3480,  65, 3416, 1.87, 0.00,0.005625,0.000000
 10, 3438,  51, 3416, 0.64, 0.00,0.006093,0.015625
 15, 3456,  46, 3416, 1.17, 0.00,0.006718,0.000000
 20, 3454,  45, 3416, 1.11, 0.00,0.005937,0.000000
 25, 3450,  39, 3416, 1.00, 0.00,0.008593,0.015625
 30, 3478,  41, 3416, 1.81, 0.00,0.010937,0.015625
 35, 3447,  42, 3416, 0.91, 0.00,0.011718,0.015625
 40, 3468,  43, 3416, 1.52, 0.00,0.011093,0.000000
 45, 3459,  45, 3416, 1.26, 0.00,0.012500,0.015625
 50, 3486,  50, 3416, 2.05, 0.00,0.013593,0.015625
