Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9132,   5, 8588,28.93,21.25,0.014687,0.015625
  5, 8548, 135, 7497,20.68, 5.84,0.030000,0.031250
 10, 8308, 140, 7367,17.29, 4.01,0.034531,0.046875
 15, 8326, 137, 7211,17.55, 1.81,0.036406,0.062500
 20, 8266, 141, 7211,16.70, 1.81,0.043750,0.046875
 25, 8222, 144, 7211,16.08, 1.81,0.047343,0.078125
 30, 8373, 112, 7211,18.21, 1.81,0.044843,0.062500
 35, 8251, 153, 7211,16.49, 1.81,0.057656,0.046875
 40, 8340, 136, 7211,17.75, 1.81,0.059843,0.062500
 45, 8171, 150, 7211,15.36, 1.81,0.065625,0.093750
 50, 8299, 141, 7211,17.17, 1.81,0.075000,0.078125
