Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1860,  12, 1734,14.67, 6.91,0.024218,0.031250
  5, 1811, 112, 1682,11.65, 3.70,0.041875,0.015625
 10, 1809, 118, 1676,11.53, 3.33,0.045937,0.046875
 15, 1810, 113, 1656,11.59, 2.10,0.049843,0.093750
 20, 1807, 115, 1676,11.41, 3.33,0.051718,0.046875
 25, 1817, 122, 1676,12.02, 3.33,0.057187,0.125000
 30, 1815, 117, 1643,11.90, 1.29,0.060000,0.062500
 35, 1815, 121, 1638,11.90, 0.99,0.063750,0.078125
 40, 1822, 122, 1656,12.33, 2.10,0.067031,0.093750
 45, 1839,  95, 1671,13.38, 3.02,0.062812,0.078125
 50, 1848, 105, 1676,13.93, 3.33,0.069218,0.062500
