Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0,  967,   5,  955, 3.20, 1.92,0.017343,0.015625
  5,  960,  47,  955, 2.45, 1.92,0.021093,0.031250
 10,  958,  46,  937, 2.24, 0.00,0.023593,0.046875
 15,  961,  52,  955, 2.56, 1.92,0.026875,0.031250
 20,  959,  45,  955, 2.35, 1.92,0.026718,0.031250
 25,  962,  52,  955, 2.67, 1.92,0.028593,0.031250
 30,  961,  51,  937, 2.56, 0.00,0.030781,0.031250
 35,  962,  53,  955, 2.67, 1.92,0.032812,0.046875
 40,  960,  52,  955, 2.45, 1.92,0.035625,0.046875
 45,  964,  53,  937, 2.88, 0.00,0.037031,0.031250
 50,  961,  45,  955, 2.56, 1.92,0.035625,0.031250
