Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1998,   8, 1885, 8.53, 2.39,0.284375,0.296875
  5, 1970,  42, 1872, 7.01, 1.68,0.375468,0.312500
 10, 1973,  36, 1859, 7.17, 0.98,0.356875,0.343750
 15, 1962,  46, 1879, 6.57, 2.06,0.383125,0.296875
 20, 1964,  52, 1880, 6.68, 2.12,0.422656,0.343750
 25, 1940,  71, 1841, 5.38, 0.00,0.451406,0.812500
 30, 1950,  75, 1841, 5.92, 0.00,0.464218,1.000000
 35, 1942,  75, 1859, 5.49, 0.98,0.466093,0.421875
 40, 1950,  63, 1841, 5.92, 0.00,0.434062,0.625000
