Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0,  986,  21,  957, 3.25, 0.21,0.225312,0.218750
  5,  992,  34,  957, 3.87, 0.21,0.242343,0.312500
 10,  999,  30,  957, 4.61, 0.21,0.242187,0.250000
 15,  997,  40,  955, 4.40, 0.00,0.255625,0.468750
 20,  994,  37,  955, 4.08, 0.00,0.259375,0.375000
 25, 1006,  50,  955, 5.34, 0.00,0.288750,0.484375
 30, 1014,  50,  955, 6.18, 0.00,0.275625,0.406250
 35, 1031,  45,  955, 7.96, 0.00,0.276562,0.453125
 40, 1036,  42,  955, 8.48, 0.00,0.264375,0.328125
