Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
25,2191,52,2153,1.76,0.0,0.054842999999999996,0.078125
5,2187,53,2165,1.02,0.0,0.055781,0.078125
5,2086,7,2085,0.05,0.0,0.04,0.046875
40,2590,32,2590,0.0,0.0,0.044531,0.03125
20,2085,29,2085,0.0,0.0,0.047968000000000004,0.046875
30,2085,29,2085,0.0,0.0,0.05921799999999999,0.03125
25,2116,94,2085,1.49,0.0,0.077812,0.09375
25,2111,35,2085,1.25,0.0,0.048906,0.078125
10,2085,15,2085,0.0,0.0,0.045937,0.03125
15,2085,25,2085,0.0,0.0,0.05703099999999999,0.046875
