Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
10,1303,102,1273,2.36,0.0,0.3525,0.40625
15,1079,91,1045,3.25,0.0,0.785312,1.03125
25,1035,7,1035,0.0,0.0,0.557812,0.5
10,1193,36,1185,0.68,0.0,0.41859300000000005,0.484375
10,1205,79,1185,1.69,0.0,0.53375,0.75
10,1177,95,1158,1.64,0.0,0.661718,0.65625
10,1193,85,1150,3.74,0.0,0.6854680000000001,1.03125
15,1445,63,1441,0.28,0.0,0.49484300000000003,0.421875
10,1267,19,1267,0.0,0.0,0.38906199999999996,0.375
10,1060,38,1048,1.15,0.0,0.5440619999999999,0.734375
