Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7108,  94, 6861, 7.42, 3.69,4.144531,4.515625
  5, 7008, 162, 6703, 5.91, 1.30,5.282500,6.828125
 10, 7041, 157, 6695, 6.41, 1.18,5.229843,6.078125
 15, 7108, 122, 6772, 7.42, 2.34,4.839531,7.515625
 20, 7182,  99, 6783, 8.54, 2.51,4.502343,7.343750
 25, 7234,  73, 6820, 9.32, 3.07,4.122343,8.406250
 30, 7274,  57, 7111, 9.93, 7.47,3.955312,5.281250
 35, 7333,  33, 7087,10.82, 7.10,3.410000,5.656250
 40, 7367,  20, 7165,11.33, 8.28,3.146406,3.250000
