Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7391,  48, 7261, 3.00, 1.18,0.161718,0.234375
  5, 7305, 107, 7176, 1.80, 0.00,0.206093,0.312500
 10, 7309, 107, 7176, 1.85, 0.00,0.210781,0.156250
 15, 7321, 109, 7176, 2.02, 0.00,0.214687,0.218750
 20, 7319, 104, 7176, 1.99, 0.00,0.209218,0.203125
 25, 7376, 102, 7176, 2.79, 0.00,0.202343,0.218750
 30, 7393, 111, 7176, 3.02, 0.00,0.214531,0.218750
 35, 7458, 113, 7176, 3.93, 0.00,0.217656,0.296875
 40, 7501, 124, 7184, 4.53, 0.11,0.232500,0.421875
