Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9057,  47, 8840, 2.54, 0.08,0.142031,0.109375
  5, 8977,  87, 8840, 1.63, 0.08,0.173281,0.140625
 10, 8953, 108, 8833, 1.36, 0.00,0.190156,0.140625
 15, 8940, 103, 8833, 1.21, 0.00,0.189375,0.265625
 20, 8959,  96, 8833, 1.43, 0.00,0.187343,0.328125
 25, 8969,  94, 8833, 1.54, 0.00,0.184531,0.187500
 30, 9007,  98, 8833, 1.97, 0.00,0.188906,0.203125
 35, 9045,  82, 8840, 2.40, 0.08,0.177812,0.218750
 40, 9052,  91, 8833, 2.48, 0.00,0.188125,0.203125
