Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
15,6874,100,6859,0.22,0.0,0.060312,0.078125
15,6863,28,6859,0.06,0.0,0.040156,0.046875
0,6861,11,6859,0.03,0.0,0.032656,0.03125
10,6859,23,6859,0.0,0.0,0.036406,0.046875
20,6881,94,6859,0.32,0.0,0.05859299999999999,0.078125
25,6956,99,6951,0.07,0.0,0.05875,0.109375
20,6863,46,6859,0.06,0.0,0.045937,0.03125
30,6894,100,6859,0.51,0.0,0.062968,0.078125
10,6861,31,6859,0.03,0.0,0.041562,0.03125
25,6874,102,6859,0.22,0.0,0.06390599999999999,0.078125
