Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
10,7213,51,7083,1.84,0.0,0.16578099999999998,0.171875
15,7546,124,7415,1.77,0.0,0.214375,0.15625
15,8198,45,8177,0.26,0.0,0.126718,0.140625
10,7479,96,7385,1.27,0.0,0.19828099999999999,0.171875
15,7597,102,7449,1.99,0.0,0.208906,0.171875
20,7748,111,7589,2.1,0.0,0.215781,0.265625
15,8093,58,7729,4.71,0.0,0.165625,0.28125
10,7254,104,7123,1.84,0.0,0.224687,0.1875
5,7305,107,7176,1.8,0.0,0.20609299999999997,0.3125
15,7961,59,7961,0.0,0.0,0.144843,0.15625
