Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
20,2820,73,2788,1.15,0.0,0.134375,0.140625
20,3005,171,2946,2.0,0.0,0.247656,0.125
10,3127,74,3109,0.58,0.0,0.147343,0.109375
15,2840,139,2707,4.91,0.0,0.20734299999999997,0.25
10,3219,76,3159,1.9,0.0,0.147812,0.140625
25,3205,95,3159,1.46,0.0,0.149062,0.25
25,2995,106,2921,2.53,0.0,0.16031199999999998,0.125
20,3496,83,3421,2.19,0.0,0.15281199999999998,0.140625
15,2834,99,2709,4.61,0.0,0.18875,0.15625
15,2878,50,2707,6.32,0.0,0.13125,0.171875
