Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
15,3149,74,3115,1.09,0.0,0.152187,0.1875
20,4065,70,4041,0.59,0.0,0.146406,0.15625
30,3991,98,3892,2.54,0.0,0.148593,0.15625
30,3596,104,3570,0.73,0.0,0.14921800000000002,0.125
40,4214,127,4132,1.98,0.0,0.170625,0.265625
15,3540,42,3417,3.6,0.0,0.122031,0.296875
40,4263,94,4249,0.33,0.0,0.134375,0.15625
20,3440,68,3296,4.37,0.0,0.142656,0.171875
30,4217,74,4186,0.74,0.0,0.12281199999999999,0.171875
5,3509,65,3483,0.75,0.0,0.14375,0.15625
