Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
30,7264,38,7264,0.0,0.0,0.042343,0.046875
25,7723,22,7715,0.1,0.0,0.037031,0.0625
40,9612,24,9612,0.0,0.0,0.029531,0.03125
40,7313,49,7313,0.0,0.0,0.039218,0.03125
35,6909,24,6909,0.0,0.0,0.04,0.03125
35,7311,81,7301,0.14,0.0,0.05765599999999999,0.046875
40,8154,69,8118,0.44,0.0,0.053437,0.09375
40,7065,12,7065,0.0,0.0,0.030312000000000002,0.015625
30,6912,87,6900,0.17,0.0,0.065937,0.078125
30,7710,67,7706,0.05,0.0,0.049375,0.078125
