Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1326,  58, 1280, 4.16, 0.55,0.276093,0.250000
  5, 1309,  91, 1273, 2.83, 0.00,0.327187,0.359375
 10, 1303, 102, 1273, 2.36, 0.00,0.352500,0.406250
 15, 1305, 108, 1273, 2.51, 0.00,0.380781,0.546875
 20, 1312,  96, 1273, 3.06, 0.00,0.601250,0.578125
 25, 1329,  73, 1273, 4.40, 0.00,0.687656,0.828125
 30, 1345,  54, 1273, 5.66, 0.00,0.628437,0.734375
 35, 1352,  34, 1273, 6.21, 0.00,0.563125,1.265625
 40, 1360,  20, 1287, 6.83, 1.10,0.518593,0.718750
