Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
5,6757,88,6287,10.84,3.13,5.6525,11.921875
5,7277,205,6721,9.78,1.39,5.738125,9.921875
5,6363,114,6044,7.92,2.51,5.117031,7.546875
5,6756,190,6412,5.5,0.12,5.193593,5.890625
10,7041,157,6695,6.41,1.18,5.229843,6.078125
5,8985,156,8623,5.3,1.05,4.518281,7.3125
5,6575,218,6174,6.63,0.13,7.548437,6.671875
5,6786,163,6626,3.84,1.39,4.325468,5.328125
5,7714,190,7277,7.89,1.78,5.701718,4.765625
15,6779,101,6517,7.08,2.94,9.464375,13.578125
