Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3849,   0, 3777,15.83,13.66,0.009375,0.000000
  5, 3831,   3, 3632,15.29, 9.30,0.011718,0.031250
 10, 3841,   1, 3751,15.59,12.88,0.011250,0.000000
 15, 3844,   1, 3564,15.68, 7.25,0.017343,0.031250
 20, 3839,   1, 3769,15.53,13.42,0.017187,0.015625
 25, 3833,   0, 3555,15.35, 6.98,0.016250,0.015625
 30, 3846,   0, 3700,15.74,11.35,0.017968,0.015625
 35, 3838,   0, 3692,15.50,11.10,0.017031,0.015625
 40, 3842,   0, 3692,15.62,11.10,0.016406,0.015625
 45, 3839,   0, 3641,15.53, 9.57,0.016718,0.015625
 50, 3837,   0, 3692,15.47,11.10,0.016093,0.015625
