Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2111,   0, 2082,18.26,16.64,0.211093,0.203125
  5, 2114,   1, 2082,18.43,16.64,0.220937,0.203125
 10, 2116,   0, 2082,18.54,16.64,0.215781,0.234375
 15, 2111,   0, 2049,18.26,14.79,0.218750,0.203125
 20, 2113,   0, 2082,18.38,16.64,0.232500,0.203125
 25, 2113,   0, 2004,18.38,12.27,0.233906,0.265625
 30, 2110,   0, 2082,18.21,16.64,0.230468,0.203125
 35, 2110,   0, 2069,18.21,15.91,0.232812,0.234375
 40, 2109,   0, 2049,18.15,14.79,0.236250,0.234375
 45, 2115,   0, 2082,18.49,16.64,0.241250,0.265625
 50, 2107,   0, 2048,18.04,14.73,0.243281,0.265625
