Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3876,   0, 3777,11.86, 9.00,0.009687,0.015625
  5, 3872,   2, 3672,11.75, 5.97,0.008906,0.000000
 10, 3873,   2, 3692,11.77, 6.55,0.010625,0.015625
 15, 3869,   0, 3696,11.66, 6.67,0.015625,0.015625
 20, 3880,   0, 3764,11.98, 8.63,0.013750,0.015625
 25, 3861,   0, 3764,11.43, 8.63,0.015468,0.015625
 30, 3851,   0, 3692,11.14, 6.55,0.015312,0.000000
 35, 3876,   0, 3692,11.86, 6.55,0.015937,0.015625
 40, 3875,   0, 3764,11.83, 8.63,0.017187,0.015625
 45, 3859,   0, 3672,11.37, 5.97,0.016406,0.015625
 50, 3854,   0, 3672,11.23, 5.97,0.015937,0.015625
