Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 6695,   0, 6443,12.43, 8.19,0.401406,0.375000
  5, 6693,   0, 6443,12.39, 8.19,0.431406,0.421875
 10, 6629,   0, 6443,11.32, 8.19,0.431250,0.437500
 15, 6704,   0, 6443,12.58, 8.19,0.430937,0.453125
 20, 6700,   0, 6387,12.51, 7.25,0.434531,0.453125
 25, 6646,   0, 6443,11.60, 8.19,0.446562,0.468750
 30, 6698,   0, 6443,12.48, 8.19,0.440156,0.531250
 35, 6691,   0, 6443,12.36, 8.19,0.435000,0.437500
 40, 6712,   0, 6443,12.71, 8.19,0.443906,0.437500
 45, 6687,   0, 6443,12.29, 8.19,0.439843,0.421875
 50, 6697,   0, 6443,12.46, 8.19,0.443906,0.453125
