Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9042,   0, 8765,16.21,12.65,0.012031,0.015625
  5, 8995,  11, 8411,15.60, 8.10,0.012812,0.015625
 10, 9002,   7, 8390,15.69, 7.83,0.019531,0.031250
 15, 8985,   8, 8550,15.47, 9.88,0.021875,0.015625
 20, 9003,   3, 8450,15.70, 8.60,0.022187,0.031250
 25, 8983,   3, 8527,15.45, 9.59,0.021875,0.015625
 30, 8983,   5, 8443,15.45, 8.51,0.024062,0.031250
 35, 8977,   3, 8253,15.37, 6.07,0.024218,0.046875
 40, 8926,   2, 8363,14.72, 7.48,0.023750,0.031250
 45, 8948,   1, 8543,15.00, 9.79,0.024375,0.015625
 50, 8984,   6, 8506,15.46, 9.32,0.026406,0.031250
