Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4606,   0, 4538, 3.11, 1.59,0.006250,0.015625
  5, 4585,   4, 4538, 2.64, 1.59,0.007500,0.015625
 10, 4602,   3, 4538, 3.02, 1.59,0.007968,0.015625
 15, 4593,   3, 4538, 2.82, 1.59,0.009843,0.015625
 20, 4598,   1, 4536, 2.93, 1.54,0.013906,0.015625
 25, 4593,   4, 4538, 2.82, 1.59,0.015000,0.015625
 30, 4586,   1, 4538, 2.66, 1.59,0.015781,0.000000
 35, 4599,   0, 4538, 2.96, 1.59,0.014062,0.015625
 40, 4584,   2, 4536, 2.62, 1.54,0.016093,0.046875
 45, 4589,   1, 4538, 2.73, 1.59,0.015312,0.031250
 50, 4596,   2, 4467, 2.89, 0.00,0.013437,0.031250
