Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1140,   0, 1126,12.09,10.72,0.076562,0.078125
  5, 1138,   0, 1126,11.90,10.72,0.075468,0.078125
 10, 1140,   0, 1126,12.09,10.72,0.077343,0.078125
 15, 1139,   0, 1125,12.00,10.62,0.078281,0.078125
 20, 1140,   0, 1126,12.09,10.72,0.077812,0.078125
 25, 1139,   0, 1126,12.00,10.72,0.078750,0.078125
 30, 1138,   0, 1126,11.90,10.72,0.078906,0.078125
 35, 1138,   0, 1126,11.90,10.72,0.080937,0.078125
 40, 1136,   0, 1126,11.70,10.72,0.079375,0.078125
 45, 1140,   0, 1126,12.09,10.72,0.080937,0.078125
 50, 1139,   0, 1126,12.00,10.72,0.085781,0.078125
