Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
50,9760,0,9052,17.73,9.19,0.089375,0.078125
25,8988,0,8215,19.24,8.98,0.089531,0.078125
15,10340,2,9187,17.06,4.01,0.042656,0.046875
50,9507,0,9356,1.96,0.34,0.05625,0.078125
40,10373,1,9280,25.22,12.02,0.056875,0.046875
45,9130,0,8797,20.61,16.21,0.083593,0.078125
30,9929,1,8684,25.73,9.97,0.060312,0.0625
15,9965,0,9907,4.26,3.65,0.029062,0.03125
20,9709,0,9349,7.63,3.64,0.055781,0.0625
25,9961,4,8835,25.44,11.26,0.05875,0.0625
