Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2135,   0, 2112,18.28,17.01,0.070312,0.062500
  5, 2134,   0, 2112,18.23,17.01,0.073125,0.078125
 10, 2133,   0, 2097,18.17,16.18,0.073906,0.093750
 15, 2132,   0, 2093,18.12,15.96,0.075312,0.078125
 20, 2133,   0, 2112,18.17,17.01,0.072968,0.062500
 25, 2134,   0, 2107,18.23,16.73,0.073281,0.062500
 30, 2131,   0, 2097,18.06,16.18,0.074687,0.078125
 35, 2132,   0, 2099,18.12,16.29,0.074687,0.078125
 40, 2132,   0, 2076,18.12,15.01,0.074062,0.062500
 45, 2131,   0, 2076,18.06,15.01,0.075156,0.062500
 50, 2133,   0, 2079,18.17,15.18,0.075625,0.078125
