Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2723,   0, 2678,23.49,21.45,0.037187,0.031250
  5, 2691,   3, 2461,22.04,11.61,0.063281,0.062500
 10, 2693,   1, 2403,22.13, 8.98,0.069062,0.062500
 15, 2687,   2, 2374,21.86, 7.66,0.074687,0.109375
 20, 2698,   1, 2499,22.36,13.33,0.072031,0.078125
 25, 2690,   2, 2461,22.00,11.61,0.080000,0.078125
 30, 2697,   0, 2461,22.31,11.61,0.077031,0.078125
 35, 2680,   0, 2461,21.54,11.61,0.078125,0.078125
 40, 2688,   1, 2461,21.90,11.61,0.078281,0.062500
 45, 2677,   0, 2467,21.41,11.88,0.083125,0.093750
 50, 2701,   0, 2470,22.49,12.02,0.074531,0.078125
