Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
45,6356,0,6197,15.06,12.18,0.689843,0.734375
30,7328,0,7143,24.31,21.17,0.701406,0.65625
10,6741,0,6458,17.15,12.23,0.764531,0.890625
50,6783,0,6652,21.39,19.04,0.590156,0.59375
30,7012,0,6895,13.85,11.95,0.544062,0.53125
25,6531,0,6290,13.39,9.2,0.588125,0.609375
20,6700,0,6387,12.51,7.25,0.434531,0.453125
35,6331,0,6227,13.83,11.96,0.663437,0.734375
5,6729,0,6643,16.18,14.69,0.818437,1.0
50,7300,0,7124,21.38,18.46,0.505937,0.53125
