Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1389,   0, 1368, 9.11, 7.46,0.088125,0.078125
  5, 1391,   0, 1368, 9.27, 7.46,0.084375,0.078125
 10, 1389,   0, 1368, 9.11, 7.46,0.082656,0.078125
 15, 1387,   0, 1368, 8.96, 7.46,0.081875,0.093750
 20, 1386,   0, 1368, 8.88, 7.46,0.082812,0.078125
 25, 1389,   0, 1368, 9.11, 7.46,0.084375,0.093750
 30, 1385,   0, 1364, 8.80, 7.15,0.084531,0.109375
 35, 1391,   0, 1368, 9.27, 7.46,0.085781,0.093750
 40, 1389,   0, 1368, 9.11, 7.46,0.085625,0.078125
 45, 1386,   0, 1368, 8.88, 7.46,0.086562,0.078125
 50, 1384,   0, 1368, 8.72, 7.46,0.088437,0.078125
