Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9962,   0, 9923, 4.23, 3.82,0.021718,0.015625
  5, 9960,   2, 9923, 4.21, 3.82,0.025312,0.015625
 10, 9969,   0, 9923, 4.30, 3.82,0.028593,0.015625
 15, 9965,   0, 9907, 4.26, 3.65,0.029062,0.031250
 20, 9969,   0, 9907, 4.30, 3.65,0.032656,0.031250
 25, 9960,   0, 9923, 4.21, 3.82,0.034062,0.031250
 30, 9972,   0, 9907, 4.33, 3.65,0.036875,0.031250
 35, 9962,   0, 9923, 4.23, 3.82,0.035781,0.046875
 40, 9971,   0, 9907, 4.32, 3.65,0.036093,0.031250
 45, 9974,   0, 9923, 4.35, 3.82,0.035781,0.031250
 50, 9967,   0, 9923, 4.28, 3.82,0.036718,0.046875
