Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3895,   0, 3814,14.02,11.65,0.007343,0.000000
  5, 3892,   3, 3535,13.93, 3.48,0.007968,0.015625
 10, 3881,   2, 3555,13.61, 4.07,0.008125,0.015625
 15, 3878,   1, 3618,13.52, 5.91,0.011250,0.000000
 20, 3884,   2, 3436,13.70, 0.59,0.013750,0.015625
 25, 3886,   0, 3535,13.76, 3.48,0.013281,0.015625
 30, 3908,   0, 3535,14.40, 3.48,0.010937,0.015625
 35, 3879,   1, 3535,13.55, 3.48,0.011250,0.015625
 40, 3887,   0, 3555,13.79, 4.07,0.011406,0.015625
 45, 3873,   0, 3535,13.38, 3.48,0.012500,0.015625
 50, 3885,   0, 3555,13.73, 4.07,0.012812,0.000000
