Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2766,   0, 2695,10.42, 7.58,0.013593,0.015625
  5, 2765,   3, 2674,10.38, 6.75,0.015781,0.015625
 10, 2767,   1, 2598,10.46, 3.71,0.022343,0.015625
 15, 2759,   1, 2611,10.14, 4.23,0.023593,0.031250
 20, 2757,   0, 2681,10.06, 7.03,0.023437,0.015625
 25, 2767,   0, 2686,10.46, 7.23,0.024843,0.031250
 30, 2760,   0, 2695,10.18, 7.58,0.023750,0.031250
 35, 2749,   0, 2616, 9.74, 4.43,0.023906,0.015625
 40, 2755,   0, 2675, 9.98, 6.79,0.023125,0.015625
 45, 2743,   0, 2611, 9.50, 4.23,0.023906,0.015625
 50, 2758,   0, 2611,10.10, 4.23,0.026250,0.031250
