Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9020,   0, 8854,28.00,25.64,0.025156,0.015625
  5, 8941,   3, 8203,26.88,16.40,0.035156,0.031250
 10, 8942,   2, 8088,26.89,14.77,0.036406,0.015625
 15, 8891,   2, 8120,26.17,15.23,0.041406,0.062500
 20, 8908,   1, 7642,26.41, 8.44,0.042812,0.046875
 25, 8954,   1, 7949,27.06,12.80,0.037656,0.015625
 30, 8944,   1, 8209,26.92,16.49,0.041093,0.046875
 35, 8916,   0, 7928,26.52,12.50,0.043750,0.046875
 40, 9003,   0, 8394,27.76,19.11,0.036562,0.031250
 45, 8934,   0, 7979,26.78,13.23,0.037343,0.046875
 50, 8939,   0, 7928,26.85,12.50,0.033593,0.046875
