Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
25,9144,32,7513,25.88,3.43,0.060156,0.046875
35,8950,29,7891,16.01,2.28,0.043906,0.03125
50,9921,70,9612,3.21,0.0,0.033125,0.015625
45,8114,5,7580,10.95,3.65,0.03125,0.015625
45,8336,7,7162,20.65,3.66,0.062031,0.0625
25,9334,31,7795,27.85,6.77,0.057031,0.046875
5,9802,62,8390,20.74,3.35,0.046875,0.03125
45,7791,0,7065,10.28,0.0,0.036406,0.046875
5,7840,3,7330,13.62,6.23,0.0425,0.0625
25,8538,0,8100,10.8,5.11,0.026406,0.03125
