Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1296,   0, 1281,13.78,12.47,0.054531,0.062500
  5, 1299,   0, 1275,14.05,11.94,0.056718,0.062500
 10, 1297,   0, 1281,13.87,12.47,0.056093,0.062500
 15, 1298,   0, 1281,13.96,12.47,0.056875,0.062500
 20, 1298,   0, 1281,13.96,12.47,0.056250,0.046875
 25, 1303,   0, 1270,14.40,11.50,0.056406,0.046875
 30, 1295,   0, 1281,13.70,12.47,0.056875,0.062500
 35, 1301,   0, 1277,14.22,12.12,0.058125,0.046875
 40, 1298,   0, 1278,13.96,12.20,0.058437,0.062500
 45, 1298,   0, 1281,13.96,12.47,0.058906,0.046875
 50, 1299,   0, 1281,14.05,12.47,0.058281,0.062500
