Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0,10109,   0, 9979,28.01,26.36,0.045468,0.046875
  5, 9920,   9, 8881,25.62,12.46,0.058437,0.078125
 10, 9971,   6, 8823,26.26,11.73,0.061093,0.062500
 15, 9950,   5, 9028,26.00,14.32,0.062656,0.062500
 20, 9959,   3, 8961,26.11,13.47,0.061718,0.062500
 25, 9937,   1, 8852,25.83,12.09,0.058750,0.062500
 30, 9929,   1, 8684,25.73, 9.97,0.060312,0.062500
 35, 9951,   1, 8852,26.01,12.09,0.061406,0.062500
 40, 9934,   1, 8875,25.79,12.38,0.060781,0.046875
 45, 9968,   1, 8852,26.23,12.09,0.062187,0.062500
 50, 9930,   0, 8784,25.74,11.23,0.061093,0.078125
