Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3876,   0, 3804,14.98,12.84,0.010000,0.000000
  5, 3870,   3, 3632,14.80, 7.74,0.012187,0.015625
 10, 3860,   1, 3506,14.51, 4.00,0.014687,0.031250
 15, 3865,   0, 3751,14.65,11.27,0.019218,0.031250
 20, 3871,   0, 3751,14.83,11.27,0.017500,0.015625
 25, 3864,   0, 3656,14.62, 8.45,0.019531,0.015625
 30, 3887,   0, 3751,15.31,11.27,0.018750,0.031250
 35, 3881,   0, 3799,15.13,12.70,0.018593,0.015625
 40, 3862,   1, 3628,14.57, 7.62,0.018750,0.031250
 45, 3857,   0, 3804,14.42,12.84,0.017968,0.015625
 50, 3864,   0, 3711,14.62,10.09,0.018593,0.015625
