Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8272,   0, 8115,17.95,15.71,0.027343,0.031250
  5, 8311,   1, 7950,18.51,13.36,0.045468,0.046875
 10, 8294,   0, 8075,18.27,15.14,0.045937,0.046875
 15, 8295,   0, 8065,18.28,15.00,0.041875,0.031250
 20, 8317,   0, 8056,18.59,14.87,0.046718,0.046875
 25, 8306,   0, 8115,18.44,15.71,0.045781,0.046875
 30, 8319,   0, 8115,18.62,15.71,0.049218,0.046875
 35, 8303,   0, 8065,18.39,15.00,0.045156,0.046875
 40, 8273,   0, 8102,17.97,15.53,0.047343,0.062500
 45, 8272,   0, 8115,17.95,15.71,0.049375,0.046875
 50, 8278,   0, 7510,18.04, 7.09,0.044687,0.046875
