Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2033,   0, 1980,25.34,22.07,0.043593,0.031250
  5, 2038,   0, 1976,25.65,21.82,0.047031,0.078125
 10, 2031,   0, 1980,25.22,22.07,0.049062,0.046875
 15, 2037,   0, 1980,25.59,22.07,0.049687,0.046875
 20, 2042,   0, 1980,25.89,22.07,0.051093,0.046875
 25, 2035,   0, 1954,25.46,20.47,0.052812,0.046875
 30, 2042,   0, 1980,25.89,22.07,0.052812,0.046875
 35, 2044,   0, 1967,26.02,21.27,0.054218,0.062500
 40, 2035,   0, 1967,25.46,21.27,0.054375,0.046875
 45, 2037,   0, 1949,25.59,20.16,0.054375,0.062500
 50, 2036,   0, 1980,25.52,22.07,0.055468,0.062500
