Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
35,5883,0,5756,16.59,14.07,0.685625,0.609375
40,6569,0,6408,18.53,15.63,0.730625,0.8125
5,6342,0,6156,19.66,16.15,0.937187,0.90625
10,5985,0,5896,13.07,11.39,0.439687,0.4375
15,6854,0,6638,20.69,16.89,0.351093,0.390625
25,6720,0,6429,19.79,14.6,0.344062,0.390625
35,6154,0,5839,21.55,15.33,0.373906,0.46875
30,5992,0,5827,17.42,14.19,0.424843,0.421875
10,5988,0,5788,16.2,12.32,0.441406,0.5
20,5986,0,5896,18.42,16.64,0.491093,0.5625
