Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8109,   0, 8004,18.22,16.69,0.011562,0.000000
  5, 8040,   3, 7174,17.22, 4.59,0.013125,0.000000
 10, 8059,   2, 7077,17.50, 3.18,0.022500,0.031250
 15, 8054,   2, 7077,17.42, 3.18,0.025625,0.015625
 20, 8079,   1, 6939,17.79, 1.17,0.025000,0.031250
 25, 8088,   0, 7077,17.92, 3.18,0.022656,0.015625
 30, 8041,   1, 7160,17.23, 4.39,0.021718,0.031250
 35, 8032,   0, 7087,17.10, 3.32,0.022968,0.031250
 40, 8087,   0, 7543,17.90, 9.97,0.022031,0.015625
 45, 8059,   0, 7174,17.50, 4.59,0.023281,0.031250
 50, 8085,   0, 7418,17.87, 8.15,0.022656,0.031250
